#tpm2_we.dat - Based on 'occ_start_states' tab in CREST Domestic Electricity Demand Model 1.0d by Ian Richardson http://homepages.lboro.ac.uk/~eliwr/
Columns tab delimited - Data starts on line 23 of file.

Active Occupancy Model

Transition Probability Matrix

Two resident house
Weekend

Col 0 - Ten minute period number
Col 1 - Active occupant count in time period
Col 2 - Probability of transition to zero active occupants in next time period
Col 3 - Probability of transition to one active occupant in next time period
Col 4 - Probability of transition to two active occupants in next time period
Col 5 - Probability of transition to three active occupants in next time period
Col 6 - Probability of transition to four active occupants in next time period
Col 7 - Probability of transition to five active occupants in next time period
Col 8 - Probability of transition to six active occupants in next time period



1	0	0.986	0.010	0.005	0.000	0.000	0.000	0.000
1	1	0.207	0.775	0.019	0.000	0.000	0.000	0.000
1	2	0.098	0.231	0.671	0.000	0.000	0.000	0.000
1	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2	0	0.992	0.007	0.001	0.000	0.000	0.000	0.000
2	1	0.264	0.729	0.007	0.000	0.000	0.000	0.000
2	2	0.055	0.193	0.752	0.000	0.000	0.000	0.000
2	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3	0	0.992	0.005	0.003	0.000	0.000	0.000	0.000
3	1	0.215	0.773	0.012	0.000	0.000	0.000	0.000
3	2	0.082	0.212	0.706	0.000	0.000	0.000	0.000
3	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4	0	0.995	0.005	0.000	0.000	0.000	0.000	0.000
4	1	0.177	0.805	0.018	0.000	0.000	0.000	0.000
4	2	0.059	0.147	0.794	0.000	0.000	0.000	0.000
4	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5	0	0.994	0.004	0.002	0.000	0.000	0.000	0.000
5	1	0.189	0.811	0.000	0.000	0.000	0.000	0.000
5	2	0.017	0.121	0.862	0.000	0.000	0.000	0.000
5	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
6	0	0.985	0.015	0.000	0.000	0.000	0.000	0.000
6	1	0.497	0.486	0.017	0.000	0.000	0.000	0.000
6	2	0.333	0.167	0.500	0.000	0.000	0.000	0.000
6	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
6	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
6	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
6	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
7	0	0.997	0.003	0.000	0.000	0.000	0.000	0.000
7	1	0.217	0.775	0.008	0.000	0.000	0.000	0.000
7	2	0.067	0.100	0.833	0.000	0.000	0.000	0.000
7	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
7	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
7	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
7	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8	0	0.995	0.005	0.001	0.000	0.000	0.000	0.000
8	1	0.208	0.792	0.000	0.000	0.000	0.000	0.000
8	2	0.038	0.038	0.923	0.000	0.000	0.000	0.000
8	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
9	0	0.995	0.005	0.000	0.000	0.000	0.000	0.000
9	1	0.311	0.678	0.011	0.000	0.000	0.000	0.000
9	2	0.040	0.240	0.720	0.000	0.000	0.000	0.000
9	3	0.000	0.000	0.000	0.000	0.000	0.000	0.000
9	4	0.000	0.000	0.000	0.000	0.000	0.000	0.000
9	5	0.000	0.000	0.000	0.000	0.000	0.000	0.000
9	6	0.000	0.000	0.000	0.000	0.000	0.000	0.000
10	0	0.995	0.004	0.001	0.000	0.000	0.000	0.000
